,Depth_bin,sample,expression,gene,group
423,0.8-0.9,DLE4,0.43499411016927275,IL20RB,DLE
424,0.8-0.9,DLE5,0.38965977753502423,IL20RB,DLE
425,0.8-0.9,HC1,0.6308557063766349,IL20RB,HC
426,0.8-0.9,HC2,0.3043501515648758,IL20RB,HC
427,0.8-0.9,HC3,0.2985376226590826,IL20RB,HC
428,0.8-0.9,HC4,0.12781329536722827,IL20RB,HC
429,0.8-0.9,SLE1,0.2743890778937097,IL20RB,SLE
430,0.8-0.9,SLE2,0.2964097623468657,IL20RB,SLE
431,0.8-0.9,SLE3,0.2740265884791893,IL20RB,SLE
432,0.8-0.9,SLE4,0.2556211685757327,IL20RB,SLE
433,0.8-0.9,SLE5,0.1387287622734276,IL20RB,SLE
434,0.8-0.9,SLE6,0.27329852595714343,IL20RB,SLE
435,0.9-1.0,DLE1,0.1877343781175826,IL20RB,DLE
436,0.9-1.0,DLE2,0.2793017850582714,IL20RB,DLE
437,0.9-1.0,DLE3,0.1706515542148446,IL20RB,DLE
438,0.9-1.0,DLE4,0.39674416183699096,IL20RB,DLE
439,0.9-1.0,DLE5,0.2757914314973783,IL20RB,DLE
440,0.9-1.0,HC1,0.5386403964706626,IL20RB,HC
441,0.9-1.0,HC2,0.37346900972529984,IL20RB,HC
442,0.9-1.0,HC3,0.41526742993680577,IL20RB,HC
443,0.9-1.0,HC4,0.15275860912872144,IL20RB,HC
444,0.9-1.0,SLE1,0.30050504286233903,IL20RB,SLE
445,0.9-1.0,SLE2,0.2576924446491039,IL20RB,SLE
446,0.9-1.0,SLE3,0.15509776764816638,IL20RB,SLE
447,0.9-1.0,SLE4,0.16845289347700415,IL20RB,SLE
448,0.9-1.0,SLE5,0.16059163278462227,IL20RB,SLE
449,0.9-1.0,SLE6,0.25453430245912284,IL20RB,SLE
450,0.0-0.1,DLE1,0.16274516552096366,IL18,DLE
451,0.0-0.1,DLE2,0.6875806720277015,IL18,DLE
452,0.0-0.1,DLE3,0.34612004319111744,IL18,DLE
453,0.0-0.1,DLE4,0.7852735139195783,IL18,DLE
454,0.0-0.1,DLE5,0.7014155348298486,IL18,DLE
455,0.0-0.1,HC1,0.23463592727433277,IL18,HC
456,0.0-0.1,HC2,0.2538027715078082,IL18,HC
457,0.0-0.1,HC3,0.32557572751207403,IL18,HC
458,0.0-0.1,HC4,0.1740745986942214,IL18,HC
459,0.0-0.1,SLE1,0.3653587895906387,IL18,SLE
460,0.0-0.1,SLE2,0.49797216362428426,IL18,SLE
461,0.0-0.1,SLE3,1.051717268089114,IL18,SLE
462,0.0-0.1,SLE4,1.0659273414837047,IL18,SLE
463,0.0-0.1,SLE5,0.21561028705462962,IL18,SLE
464,0.0-0.1,SLE6,0.42170746908737655,IL18,SLE
465,0.1-0.2,DLE1,0.19875036900013865,IL18,DLE
466,0.1-0.2,DLE2,0.7510441820849632,IL18,DLE
467,0.1-0.2,DLE3,0.4807168001702075,IL18,DLE
468,0.1-0.2,DLE4,0.6023842478364686,IL18,DLE
469,0.1-0.2,DLE5,0.40754830454224206,IL18,DLE
470,0.1-0.2,HC1,0.2500784046260549,IL18,HC
471,0.1-0.2,HC2,0.17308360740090253,IL18,HC
472,0.1-0.2,HC3,0.31497837691892105,IL18,HC
473,0.1-0.2,HC4,0.2112431066863196,IL18,HC
474,0.1-0.2,SLE1,0.29920174375543424,IL18,SLE
475,0.1-0.2,SLE2,0.5010713449228378,IL18,SLE
476,0.1-0.2,SLE3,1.2002859218717716,IL18,SLE
477,0.1-0.2,SLE4,1.0791599218886216,IL18,SLE
478,0.1-0.2,SLE5,0.13695480533509533,IL18,SLE
479,0.1-0.2,SLE6,0.4152298885869919,IL18,SLE
480,0.2-0.3,DLE1,0.09986721678494177,IL18,DLE
481,0.2-0.3,DLE2,0.6374405830633807,IL18,DLE
482,0.2-0.3,DLE3,0.3368932835135625,IL18,DLE
483,0.2-0.3,DLE4,0.4177913566791978,IL18,DLE
484,0.2-0.3,DLE5,0.4131720448813325,IL18,DLE
485,0.2-0.3,HC1,0.2680647292859068,IL18,HC
486,0.2-0.3,HC2,0.19468452045200327,IL18,HC
487,0.2-0.3,HC3,0.34548022134533785,IL18,HC
488,0.2-0.3,HC4,0.2569598701781757,IL18,HC
489,0.2-0.3,SLE1,0.32343815748855725,IL18,SLE
490,0.2-0.3,SLE2,0.39321259267378766,IL18,SLE
491,0.2-0.3,SLE3,0.7495022375675554,IL18,SLE
492,0.2-0.3,SLE4,0.7017613544608132,IL18,SLE
493,0.2-0.3,SLE5,0.2263919216554777,IL18,SLE
494,0.2-0.3,SLE6,0.3039126757862168,IL18,SLE
495,0.3-0.4,DLE1,0.10819272090271057,IL18,DLE
496,0.3-0.4,DLE2,0.5915854881750154,IL18,DLE
497,0.3-0.4,DLE3,0.14195671489415554,IL18,DLE
498,0.3-0.4,DLE4,0.4037754721870736,IL18,DLE
499,0.3-0.4,DLE5,0.46634829136987116,IL18,DLE
500,0.3-0.4,HC1,0.2071441459477505,IL18,HC
501,0.3-0.4,HC2,0.1792073330621154,IL18,HC
502,0.3-0.4,HC3,0.34533069202846717,IL18,HC
503,0.3-0.4,HC4,0.15522152793501984,IL18,HC
504,0.3-0.4,SLE1,0.4469139711304199,IL18,SLE
505,0.3-0.4,SLE2,0.3337609009183266,IL18,SLE
506,0.3-0.4,SLE3,0.4437110140414322,IL18,SLE
507,0.3-0.4,SLE4,0.5578616524916855,IL18,SLE
508,0.3-0.4,SLE5,0.19927825745387517,IL18,SLE
509,0.3-0.4,SLE6,0.25791011823623244,IL18,SLE
510,0.4-0.5,DLE1,0.16026470788526245,IL18,DLE
511,0.4-0.5,DLE2,0.3926138268725444,IL18,DLE
512,0.4-0.5,DLE3,0.1890009093882846,IL18,DLE
513,0.4-0.5,DLE4,0.46033294754456705,IL18,DLE
514,0.4-0.5,DLE5,0.36628344095075477,IL18,DLE
515,0.4-0.5,HC1,0.13394276935513721,IL18,HC
516,0.4-0.5,HC2,0.2061649806925275,IL18,HC
517,0.4-0.5,HC3,0.35832544522195947,IL18,HC
518,0.4-0.5,HC4,0.1987149407165181,IL18,HC
519,0.4-0.5,SLE1,0.37829805343703915,IL18,SLE
520,0.4-0.5,SLE2,0.2555799046765672,IL18,SLE
521,0.4-0.5,SLE3,0.26128980578444694,IL18,SLE
522,0.4-0.5,SLE4,0.5776595966286182,IL18,SLE
523,0.4-0.5,SLE5,0.19284694673383757,IL18,SLE
524,0.4-0.5,SLE6,0.18814666891261092,IL18,SLE
525,0.5-0.6,DLE1,0.16300639397440925,IL18,DLE
526,0.5-0.6,DLE2,0.37111123263204404,IL18,DLE
527,0.5-0.6,DLE3,0.15811284145303597,IL18,DLE
528,0.5-0.6,DLE4,0.3249950093294694,IL18,DLE
529,0.5-0.6,DLE5,0.3885383674444075,IL18,DLE
530,0.5-0.6,HC1,0.2030263807453413,IL18,HC
531,0.5-0.6,HC2,0.23953220933881683,IL18,HC
532,0.5-0.6,HC3,0.2985769134753684,IL18,HC
533,0.5-0.6,HC4,0.10197123368628229,IL18,HC
534,0.5-0.6,SLE1,0.40711440520933617,IL18,SLE
535,0.5-0.6,SLE2,0.27133289998563703,IL18,SLE
536,0.5-0.6,SLE3,0.3240533296157859,IL18,SLE
537,0.5-0.6,SLE4,0.5594118673727597,IL18,SLE
538,0.5-0.6,SLE5,0.1332467891166112,IL18,SLE
539,0.5-0.6,SLE6,0.157951715424939,IL18,SLE
540,0.6-0.7,DLE1,0.12695446024982648,IL18,DLE
541,0.6-0.7,DLE2,0.27982133754258,IL18,DLE
542,0.6-0.7,DLE3,0.13127810052033873,IL18,DLE
543,0.6-0.7,DLE4,0.45937250695685933,IL18,DLE
544,0.6-0.7,DLE5,0.3332964345107233,IL18,DLE
545,0.6-0.7,HC1,0.21149435357828392,IL18,HC
546,0.6-0.7,HC2,0.22238575346475373,IL18,HC
547,0.6-0.7,HC3,0.2582451009233359,IL18,HC
548,0.6-0.7,HC4,0.20763407730863617,IL18,HC
549,0.6-0.7,SLE1,0.5110088346641252,IL18,SLE
550,0.6-0.7,SLE2,0.2988842751383451,IL18,SLE
551,0.6-0.7,SLE3,0.3008971289094849,IL18,SLE
552,0.6-0.7,SLE4,0.5556420136042771,IL18,SLE
553,0.6-0.7,SLE5,0.18455726751309293,IL18,SLE
554,0.6-0.7,SLE6,0.22181453493884598,IL18,SLE
555,0.7-0.8,DLE1,0.1277079554622733,IL18,DLE
556,0.7-0.8,DLE2,0.27263045171733796,IL18,DLE
557,0.7-0.8,DLE3,0.15093222795317443,IL18,DLE
558,0.7-0.8,DLE4,0.3401364153762468,IL18,DLE
559,0.7-0.8,DLE5,0.34051484875900545,IL18,DLE
560,0.7-0.8,HC1,0.17761803540823884,IL18,HC
561,0.7-0.8,HC2,0.17518245089749976,IL18,HC
562,0.7-0.8,HC3,0.26043704092383024,IL18,HC
563,0.7-0.8,HC4,0.12984573231808516,IL18,HC
564,0.7-0.8,SLE1,0.32927523767334577,IL18,SLE
565,0.7-0.8,SLE2,0.32936112750436786,IL18,SLE
566,0.7-0.8,SLE3,0.18848022006788567,IL18,SLE
567,0.7-0.8,SLE4,0.46870110234459467,IL18,SLE
568,0.7-0.8,SLE5,0.14187743253478002,IL18,SLE
569,0.7-0.8,SLE6,0.2213262704080412,IL18,SLE
570,0.8-0.9,DLE1,0.09674039245849042,IL18,DLE
571,0.8-0.9,DLE2,0.2820168515064438,IL18,DLE
572,0.8-0.9,DLE3,0.1583781611426192,IL18,DLE
573,0.8-0.9,DLE4,0.3586701811081552,IL18,DLE
574,0.8-0.9,DLE5,0.1888494829995267,IL18,DLE
575,0.8-0.9,HC1,0.2116218565324893,IL18,HC
576,0.8-0.9,HC2,0.11779788425219923,IL18,HC
577,0.8-0.9,HC3,0.21152673944388292,IL18,HC
578,0.8-0.9,HC4,0.0941666577544412,IL18,HC
579,0.8-0.9,SLE1,0.5209702552875443,IL18,SLE
580,0.8-0.9,SLE2,0.23273863905739564,IL18,SLE
581,0.8-0.9,SLE3,0.15358176266308537,IL18,SLE
582,0.8-0.9,SLE4,0.43209927408217413,IL18,SLE
583,0.8-0.9,SLE5,0.11094639153487552,IL18,SLE
584,0.8-0.9,SLE6,0.13653856758126717,IL18,SLE
585,0.9-1.0,DLE1,0.08539833794898327,IL18,DLE
586,0.9-1.0,DLE2,0.24046503797362404,IL18,DLE
587,0.9-1.0,DLE3,0.11716453411214782,IL18,DLE
588,0.9-1.0,DLE4,0.2834330613437793,IL18,DLE
589,0.9-1.0,DLE5,0.16903837183732004,IL18,DLE
590,0.9-1.0,HC1,0.1709890847958847,IL18,HC
591,0.9-1.0,HC2,0.17235018113243464,IL18,HC
592,0.9-1.0,HC3,0.19341929575027456,IL18,HC
593,0.9-1.0,HC4,0.21530788844639787,IL18,HC
594,0.9-1.0,SLE1,0.3388900942734787,IL18,SLE
595,0.9-1.0,SLE2,0.2047678107168825,IL18,SLE
596,0.9-1.0,SLE3,0.12442296699474108,IL18,SLE
597,0.9-1.0,SLE4,0.30178631255311017,IL18,SLE
598,0.9-1.0,SLE5,0.16140171573743078,IL18,SLE
599,0.9-1.0,SLE6,0.21272382249436958,IL18,SLE
600,0.0-0.1,DLE1,0.25496561788052263,IL1RN,DLE
601,0.0-0.1,DLE2,0.24059769050981816,IL1RN,DLE
602,0.0-0.1,DLE3,0.2788404522303325,IL1RN,DLE
603,0.0-0.1,DLE4,0.59492893090431,IL1RN,DLE
604,0.0-0.1,DLE5,0.6443143347857966,IL1RN,DLE
605,0.0-0.1,HC1,0.27009524178957,IL1RN,HC
606,0.0-0.1,HC2,0.2975704073049027,IL1RN,HC
607,0.0-0.1,HC3,0.34551748926545567,IL1RN,HC
608,0.0-0.1,HC4,0.18058055859470484,IL1RN,HC
609,0.0-0.1,SLE1,0.45884762060863465,IL1RN,SLE
610,0.0-0.1,SLE2,0.2806965398417365,IL1RN,SLE
611,0.0-0.1,SLE3,0.19152012774532215,IL1RN,SLE
612,0.0-0.1,SLE4,0.6732776571120919,IL1RN,SLE
613,0.0-0.1,SLE5,0.6822072233440927,IL1RN,SLE
614,0.0-0.1,SLE6,0.4772137126230721,IL1RN,SLE
615,0.1-0.2,DLE1,0.21983002044094055,IL1RN,DLE
616,0.1-0.2,DLE2,0.2309924245888428,IL1RN,DLE
617,0.1-0.2,DLE3,0.24234929445151807,IL1RN,DLE
618,0.1-0.2,DLE4,0.500612542886527,IL1RN,DLE
619,0.1-0.2,DLE5,0.6002886973006664,IL1RN,DLE
620,0.1-0.2,HC1,0.2592684262108778,IL1RN,HC
621,0.1-0.2,HC2,0.20738886094802575,IL1RN,HC
622,0.1-0.2,HC3,0.2573423576342668,IL1RN,HC
623,0.1-0.2,HC4,0.2892473060999501,IL1RN,HC
624,0.1-0.2,SLE1,0.3089227552014938,IL1RN,SLE
625,0.1-0.2,SLE2,0.2818603202868224,IL1RN,SLE
626,0.1-0.2,SLE3,0.33217957711665175,IL1RN,SLE
627,0.1-0.2,SLE4,0.7315897002584488,IL1RN,SLE
628,0.1-0.2,SLE5,0.6663870415466169,IL1RN,SLE
629,0.1-0.2,SLE6,0.612898625027011,IL1RN,SLE
630,0.2-0.3,DLE1,0.16912866467124682,IL1RN,DLE
631,0.2-0.3,DLE2,0.30714527975647865,IL1RN,DLE
632,0.2-0.3,DLE3,0.31529181793603667,IL1RN,DLE
633,0.2-0.3,DLE4,0.48112534559492387,IL1RN,DLE
634,0.2-0.3,DLE5,0.5594134730606829,IL1RN,DLE
635,0.2-0.3,HC1,0.2532774096015058,IL1RN,HC
636,0.2-0.3,HC2,0.2104175035256534,IL1RN,HC
637,0.2-0.3,HC3,0.3159792759840268,IL1RN,HC
638,0.2-0.3,HC4,0.10117179465107065,IL1RN,HC
639,0.2-0.3,SLE1,0.29923887123387416,IL1RN,SLE
640,0.2-0.3,SLE2,0.31640336334076563,IL1RN,SLE
641,0.2-0.3,SLE3,0.28752359181047293,IL1RN,SLE
642,0.2-0.3,SLE4,0.7726968020262198,IL1RN,SLE
643,0.2-0.3,SLE5,0.5871997859381411,IL1RN,SLE
644,0.2-0.3,SLE6,0.5267768139233914,IL1RN,SLE
645,0.3-0.4,DLE1,0.24177704377859538,IL1RN,DLE
646,0.3-0.4,DLE2,0.2901735512381235,IL1RN,DLE
647,0.3-0.4,DLE3,0.27871332676972066,IL1RN,DLE
648,0.3-0.4,DLE4,0.46633576769108404,IL1RN,DLE
649,0.3-0.4,DLE5,0.46759881834783645,IL1RN,DLE
650,0.3-0.4,HC1,0.2249451630406273,IL1RN,HC
651,0.3-0.4,HC2,0.21166184346344025,IL1RN,HC
652,0.3-0.4,HC3,0.22180244038661065,IL1RN,HC
653,0.3-0.4,HC4,0.1538482037451454,IL1RN,HC
654,0.3-0.4,SLE1,0.18701804010420994,IL1RN,SLE
655,0.3-0.4,SLE2,0.29172796861794154,IL1RN,SLE
656,0.3-0.4,SLE3,0.3232067043991874,IL1RN,SLE
657,0.3-0.4,SLE4,0.6722338288737534,IL1RN,SLE
658,0.3-0.4,SLE5,0.7195821162525896,IL1RN,SLE
659,0.3-0.4,SLE6,0.5659501122686285,IL1RN,SLE
660,0.4-0.5,DLE1,0.27981894843991073,IL1RN,DLE
661,0.4-0.5,DLE2,0.2956749880658774,IL1RN,DLE
662,0.4-0.5,DLE3,0.3467539689623579,IL1RN,DLE
663,0.4-0.5,DLE4,0.4396784964176494,IL1RN,DLE
664,0.4-0.5,DLE5,0.4232607417293765,IL1RN,DLE
665,0.4-0.5,HC1,0.2212610226573912,IL1RN,HC
666,0.4-0.5,HC2,0.21296481777262252,IL1RN,HC
667,0.4-0.5,HC3,0.2412784354135748,IL1RN,HC
668,0.4-0.5,HC4,0.1586151352065037,IL1RN,HC
669,0.4-0.5,SLE1,0.19198364513731722,IL1RN,SLE
670,0.4-0.5,SLE2,0.2415883403196318,IL1RN,SLE
671,0.4-0.5,SLE3,0.27811666998644285,IL1RN,SLE
672,0.4-0.5,SLE4,0.47836259598741193,IL1RN,SLE
673,0.4-0.5,SLE5,0.47632095258817053,IL1RN,SLE
674,0.4-0.5,SLE6,0.4393608894731049,IL1RN,SLE
675,0.5-0.6,DLE1,0.23293301187502471,IL1RN,DLE
676,0.5-0.6,DLE2,0.3187201342005325,IL1RN,DLE
677,0.5-0.6,DLE3,0.25410780800357213,IL1RN,DLE
678,0.5-0.6,DLE4,0.2972913415829847,IL1RN,DLE
679,0.5-0.6,DLE5,0.41791935894178756,IL1RN,DLE
680,0.5-0.6,HC1,0.16609048042104593,IL1RN,HC
681,0.5-0.6,HC2,0.2550783793107178,IL1RN,HC
682,0.5-0.6,HC3,0.14563162804734864,IL1RN,HC
683,0.5-0.6,HC4,0.2635480682325146,IL1RN,HC
684,0.5-0.6,SLE1,0.13936989136285524,IL1RN,SLE
685,0.5-0.6,SLE2,0.23591068367463194,IL1RN,SLE
686,0.5-0.6,SLE3,0.22767233585892116,IL1RN,SLE
687,0.5-0.6,SLE4,0.36695808013626363,IL1RN,SLE
688,0.5-0.6,SLE5,0.35373268327836316,IL1RN,SLE
689,0.5-0.6,SLE6,0.36991664668974583,IL1RN,SLE
690,0.6-0.7,DLE1,0.23978673857053867,IL1RN,DLE
691,0.6-0.7,DLE2,0.3191951657082475,IL1RN,DLE
692,0.6-0.7,DLE3,0.2435935493123928,IL1RN,DLE
693,0.6-0.7,DLE4,0.3684694993038314,IL1RN,DLE
694,0.6-0.7,DLE5,0.3324761224286951,IL1RN,DLE
695,0.6-0.7,HC1,0.15069846809852275,IL1RN,HC
696,0.6-0.7,HC2,0.20685131140772012,IL1RN,HC
697,0.6-0.7,HC3,0.24143097323686297,IL1RN,HC
698,0.6-0.7,HC4,0.09899035765701951,IL1RN,HC
699,0.6-0.7,SLE1,0.10317146148741405,IL1RN,SLE
700,0.6-0.7,SLE2,0.25903745033608006,IL1RN,SLE
701,0.6-0.7,SLE3,0.23402859961442304,IL1RN,SLE
702,0.6-0.7,SLE4,0.33324791049549535,IL1RN,SLE
703,0.6-0.7,SLE5,0.31672012425990037,IL1RN,SLE
704,0.6-0.7,SLE6,0.49725284798295066,IL1RN,SLE
705,0.7-0.8,DLE1,0.18592099791222952,IL1RN,DLE
706,0.7-0.8,DLE2,0.3652474592310331,IL1RN,DLE
707,0.7-0.8,DLE3,0.19802857765696527,IL1RN,DLE
708,0.7-0.8,DLE4,0.2907183871267127,IL1RN,DLE
709,0.7-0.8,DLE5,0.27454281988187207,IL1RN,DLE
710,0.7-0.8,HC1,0.20772955642119947,IL1RN,HC
711,0.7-0.8,HC2,0.18288479882323286,IL1RN,HC
712,0.7-0.8,HC3,0.18385399735279423,IL1RN,HC
713,0.7-0.8,HC4,0.17343778520242703,IL1RN,HC
714,0.7-0.8,SLE1,0.2650403119447448,IL1RN,SLE
715,0.7-0.8,SLE2,0.23949154496638658,IL1RN,SLE
716,0.7-0.8,SLE3,0.1597808819736329,IL1RN,SLE
717,0.7-0.8,SLE4,0.24898571299090824,IL1RN,SLE
718,0.7-0.8,SLE5,0.3157438541484826,IL1RN,SLE
719,0.7-0.8,SLE6,0.3428478100292118,IL1RN,SLE
720,0.8-0.9,DLE1,0.2022266652284501,IL1RN,DLE
721,0.8-0.9,DLE2,0.34134982701528205,IL1RN,DLE
722,0.8-0.9,DLE3,0.148176621026619,IL1RN,DLE
723,0.8-0.9,DLE4,0.34034743335306195,IL1RN,DLE
724,0.8-0.9,DLE5,0.2551083863055542,IL1RN,DLE
725,0.8-0.9,HC1,0.20445034495464307,IL1RN,HC
726,0.8-0.9,HC2,0.1996758099394629,IL1RN,HC
727,0.8-0.9,HC3,0.17374028455355844,IL1RN,HC
728,0.8-0.9,HC4,0.2540960726502346,IL1RN,HC
729,0.8-0.9,SLE1,0.1580353842588959,IL1RN,SLE
730,0.8-0.9,SLE2,0.1919340172446473,IL1RN,SLE
731,0.8-0.9,SLE3,0.20979913235807926,IL1RN,SLE
732,0.8-0.9,SLE4,0.2026948026623504,IL1RN,SLE
733,0.8-0.9,SLE5,0.27209572002516014,IL1RN,SLE
734,0.8-0.9,SLE6,0.338442233812268,IL1RN,SLE
735,0.9-1.0,DLE1,0.1673795261297868,IL1RN,DLE
736,0.9-1.0,DLE2,0.26921377411451364,IL1RN,DLE
737,0.9-1.0,DLE3,0.12661179968474987,IL1RN,DLE
738,0.9-1.0,DLE4,0.35258582638715585,IL1RN,DLE
739,0.9-1.0,DLE5,0.23135508223474513,IL1RN,DLE
740,0.9-1.0,HC1,0.15929621976334513,IL1RN,HC
741,0.9-1.0,HC2,0.1356880167261144,IL1RN,HC
742,0.9-1.0,HC3,0.14132174435912637,IL1RN,HC
743,0.9-1.0,HC4,0.14450654125545956,IL1RN,HC
744,0.9-1.0,SLE1,0.1213048214560437,IL1RN,SLE
745,0.9-1.0,SLE2,0.1432676934125668,IL1RN,SLE
746,0.9-1.0,SLE3,0.10146565380295734,IL1RN,SLE
747,0.9-1.0,SLE4,0.14112392974512264,IL1RN,SLE
748,0.9-1.0,SLE5,0.29199873549180233,IL1RN,SLE
749,0.9-1.0,SLE6,0.3543536098077329,IL1RN,SLE
750,0.0-0.1,DLE1,0.38538702010648573,CCL27,DLE
751,0.0-0.1,DLE2,0.0274862824324108,CCL27,DLE
752,0.0-0.1,DLE3,0.0063244661905150395,CCL27,DLE
753,0.0-0.1,DLE4,0.7236355076454287,CCL27,DLE
754,0.0-0.1,DLE5,1.3147221510867766,CCL27,DLE
755,0.0-0.1,HC1,0.7109567223220071,CCL27,HC
756,0.0-0.1,HC2,0.9182169755652416,CCL27,HC
757,0.0-0.1,HC3,1.0315484779888504,CCL27,HC
758,0.0-0.1,HC4,0.6846757861436874,CCL27,HC
759,0.0-0.1,SLE1,0.5995989458734645,CCL27,SLE
760,0.0-0.1,SLE2,0.722600530711578,CCL27,SLE
761,0.0-0.1,SLE3,0.057826796571831145,CCL27,SLE
762,0.0-0.1,SLE4,0.5967799317617368,CCL27,SLE
763,0.0-0.1,SLE5,0.3565893371282867,CCL27,SLE
764,0.0-0.1,SLE6,0.47205595285489205,CCL27,SLE
765,0.1-0.2,DLE1,0.2830577761021875,CCL27,DLE
766,0.1-0.2,DLE2,0.05898680443691761,CCL27,DLE
767,0.1-0.2,DLE3,0.012320879367489422,CCL27,DLE
768,0.1-0.2,DLE4,0.8950918494186026,CCL27,DLE
769,0.1-0.2,DLE5,1.2628660796160938,CCL27,DLE
770,0.1-0.2,HC1,0.5633134746679453,CCL27,HC
771,0.1-0.2,HC2,0.7348715186480965,CCL27,HC
772,0.1-0.2,HC3,1.0105754674751617,CCL27,HC
773,0.1-0.2,HC4,0.6608276002968297,CCL27,HC
774,0.1-0.2,SLE1,0.6954623453739265,CCL27,SLE
775,0.1-0.2,SLE2,0.7318929219936586,CCL27,SLE
776,0.1-0.2,SLE3,0.08453239716413269,CCL27,SLE
777,0.1-0.2,SLE4,0.5835950887446248,CCL27,SLE
778,0.1-0.2,SLE5,0.4576349772996118,CCL27,SLE
779,0.1-0.2,SLE6,0.36457980688646685,CCL27,SLE
780,0.2-0.3,DLE1,0.3815205155611108,CCL27,DLE
781,0.2-0.3,DLE2,0.05886720845079662,CCL27,DLE
782,0.2-0.3,DLE3,0.06171177628756349,CCL27,DLE
783,0.2-0.3,DLE4,0.9601889557374997,CCL27,DLE
784,0.2-0.3,DLE5,1.5709918306485329,CCL27,DLE
785,0.2-0.3,HC1,0.6258977414735125,CCL27,HC
786,0.2-0.3,HC2,0.7719033976344291,CCL27,HC
787,0.2-0.3,HC3,1.073861585764802,CCL27,HC
788,0.2-0.3,HC4,0.8366422696146874,CCL27,HC
789,0.2-0.3,SLE1,0.9050288544381787,CCL27,SLE
790,0.2-0.3,SLE2,0.8338250667189167,CCL27,SLE
791,0.2-0.3,SLE3,0.1425753914841084,CCL27,SLE
792,0.2-0.3,SLE4,0.7371156444499806,CCL27,SLE
793,0.2-0.3,SLE5,0.5737427566741586,CCL27,SLE
794,0.2-0.3,SLE6,0.4431456807379712,CCL27,SLE
795,0.3-0.4,DLE1,0.6941057622732154,CCL27,DLE
796,0.3-0.4,DLE2,0.06500242543836181,CCL27,DLE
797,0.3-0.4,DLE3,0.03384922562091204,CCL27,DLE
798,0.3-0.4,DLE4,1.0372280114301775,CCL27,DLE
799,0.3-0.4,DLE5,1.5393556448094168,CCL27,DLE
800,0.3-0.4,HC1,0.7124133209599856,CCL27,HC
801,0.3-0.4,HC2,0.8778911465266109,CCL27,HC
802,0.3-0.4,HC3,1.1069689920776353,CCL27,HC
803,0.3-0.4,HC4,0.7032482918117166,CCL27,HC
804,0.3-0.4,SLE1,1.064504343367394,CCL27,SLE
805,0.3-0.4,SLE2,0.8778871601683255,CCL27,SLE
806,0.3-0.4,SLE3,0.034749618469910676,CCL27,SLE
807,0.3-0.4,SLE4,0.8595605293994395,CCL27,SLE
808,0.3-0.4,SLE5,0.6450658086089133,CCL27,SLE
809,0.3-0.4,SLE6,0.5811663981566856,CCL27,SLE
810,0.4-0.5,DLE1,0.4325607344440593,CCL27,DLE
811,0.4-0.5,DLE2,0.09714109802362728,CCL27,DLE
812,0.4-0.5,DLE3,0.018821120658435723,CCL27,DLE
813,0.4-0.5,DLE4,1.2668001259037556,CCL27,DLE
814,0.4-0.5,DLE5,1.7049791006732427,CCL27,DLE
815,0.4-0.5,HC1,0.8910403521613586,CCL27,HC
816,0.4-0.5,HC2,0.7441459522334798,CCL27,HC
817,0.4-0.5,HC3,1.2264155333840987,CCL27,HC
818,0.4-0.5,HC4,0.7224006336911833,CCL27,HC
819,0.4-0.5,SLE1,1.0601922735031784,CCL27,SLE
820,0.4-0.5,SLE2,0.9705168968809189,CCL27,SLE
821,0.4-0.5,SLE3,0.11760876555242593,CCL27,SLE
822,0.4-0.5,SLE4,0.7853475391052448,CCL27,SLE
823,0.4-0.5,SLE5,0.6880653541293779,CCL27,SLE
824,0.4-0.5,SLE6,0.6781714154250172,CCL27,SLE
825,0.5-0.6,DLE1,0.48100835086714305,CCL27,DLE
826,0.5-0.6,DLE2,0.08765027689747086,CCL27,DLE
827,0.5-0.6,DLE3,0.01744956885244983,CCL27,DLE
828,0.5-0.6,DLE4,0.7554182179095981,CCL27,DLE
829,0.5-0.6,DLE5,1.626964038155546,CCL27,DLE
830,0.5-0.6,HC1,0.773701262960071,CCL27,HC
831,0.5-0.6,HC2,0.8480061022240437,CCL27,HC
832,0.5-0.6,HC3,1.2969095608641406,CCL27,HC
833,0.5-0.6,HC4,0.44437964913000394,CCL27,HC
834,0.5-0.6,SLE1,0.7796883953118533,CCL27,SLE
835,0.5-0.6,SLE2,0.8891885679522075,CCL27,SLE
836,0.5-0.6,SLE3,0.07123521888210146,CCL27,SLE
837,0.5-0.6,SLE4,0.741714128232164,CCL27,SLE
838,0.5-0.6,SLE5,0.6678369382961901,CCL27,SLE
839,0.5-0.6,SLE6,0.320633887142854,CCL27,SLE
840,0.6-0.7,DLE1,0.6114787679012145,CCL27,DLE
841,0.6-0.7,DLE2,0.06684779333412402,CCL27,DLE
842,0.6-0.7,DLE3,0.044670520917513584,CCL27,DLE
843,0.6-0.7,DLE4,1.1321784265143924,CCL27,DLE
844,0.6-0.7,DLE5,1.6764484202039134,CCL27,DLE
845,0.6-0.7,HC1,0.6656302648024307,CCL27,HC
846,0.6-0.7,HC2,0.9534246198078067,CCL27,HC
847,0.6-0.7,HC3,1.195258044830079,CCL27,HC
848,0.6-0.7,HC4,0.9216743790286476,CCL27,HC
849,0.6-0.7,SLE1,0.8317338352621743,CCL27,SLE
850,0.6-0.7,SLE2,0.9850289726065689,CCL27,SLE
851,0.6-0.7,SLE3,0.05040307445329422,CCL27,SLE
852,0.6-0.7,SLE4,0.7075117872194281,CCL27,SLE
