,sample,Region,celltype,pixel (bin1),area (mm2),cellnum,cell_density_mm2,group
443,SLE3,Epi,Melanocytes,2202588.0,0.550647,100,181.6045488307391,SLE
444,SLE3,Epi,Schwann cells,2202588.0,0.550647,13,23.608591347996086,SLE
445,SLE3,Epi,Sweat gland cells,2202588.0,0.550647,15,27.240682324610866,SLE
446,SLE3,Epi,Fibroblasts,2202588.0,0.550647,44,79.90600148552521,SLE
447,SLE3,Epi,Endothelial cells,2202588.0,0.550647,6,10.896272929844347,SLE
448,SLE3,Epi,Smooth muscle cells,2202588.0,0.550647,0,0.0,SLE
449,SLE3,Epi,T cells,2202588.0,0.550647,3,5.4481364649221735,SLE
450,SLE3,Epi,NK cells,2202588.0,0.550647,2,3.632090976614782,SLE
451,SLE3,Epi,B cells,2202588.0,0.550647,4,7.264181953229564,SLE
452,SLE3,Epi,Plasma cells,2202588.0,0.550647,3,5.4481364649221735,SLE
453,SLE3,Epi,Macrophage/DC,2202588.0,0.550647,9,16.34440939476652,SLE
454,SLE3,Epi,Mast cells,2202588.0,0.550647,3,5.4481364649221735,SLE
455,SLE3,Der,Keratinocytes,11520896.0,2.880224,2389,829.449376159632,SLE
456,SLE3,Der,Melanocytes,11520896.0,2.880224,53,18.401346561934073,SLE
457,SLE3,Der,Schwann cells,11520896.0,2.880224,118,40.969035741664534,SLE
458,SLE3,Der,Sweat gland cells,11520896.0,2.880224,33,11.457442198940083,SLE
459,SLE3,Der,Fibroblasts,11520896.0,2.880224,1187,412.12072394369324,SLE
460,SLE3,Der,Endothelial cells,11520896.0,2.880224,756,262.4795849211728,SLE
461,SLE3,Der,Smooth muscle cells,11520896.0,2.880224,208,72.21660537513749,SLE
462,SLE3,Der,T cells,11520896.0,2.880224,71,24.650860488628663,SLE
463,SLE3,Der,NK cells,11520896.0,2.880224,9,3.124756963347295,SLE
464,SLE3,Der,B cells,11520896.0,2.880224,42,14.582199162287377,SLE
465,SLE3,Der,Plasma cells,11520896.0,2.880224,759,263.5211705756219,SLE
466,SLE3,Der,Macrophage/DC,11520896.0,2.880224,476,165.26492383925694,SLE
467,SLE3,Der,Mast cells,11520896.0,2.880224,92,31.94196006977235,SLE
468,SLE4,All,Keratinocytes,35300182.0,8.8250455,12783,1448.4911154282433,SLE
469,SLE4,All,Melanocytes,35300182.0,8.8250455,125,14.16423292095208,SLE
470,SLE4,All,Schwann cells,35300182.0,8.8250455,147,16.657137915039645,SLE
471,SLE4,All,Sweat gland cells,35300182.0,8.8250455,1051,119.09287039936508,SLE
472,SLE4,All,Fibroblasts,35300182.0,8.8250455,2976,337.2220573820271,SLE
473,SLE4,All,Endothelial cells,35300182.0,8.8250455,1964,222.54842765399906,SLE
474,SLE4,All,Smooth muscle cells,35300182.0,8.8250455,743,84.19220048213916,SLE
475,SLE4,All,T cells,35300182.0,8.8250455,572,64.81552984627672,SLE
476,SLE4,All,NK cells,35300182.0,8.8250455,63,7.138773392159848,SLE
477,SLE4,All,B cells,35300182.0,8.8250455,348,39.43322445193059,SLE
478,SLE4,All,Plasma cells,35300182.0,8.8250455,606,68.66820120077568,SLE
479,SLE4,All,Macrophage/DC,35300182.0,8.8250455,3615,409.62961607393413,SLE
480,SLE4,All,Mast cells,35300182.0,8.8250455,486,55.07053759666169,SLE
481,SLE4,Epi,Keratinocytes,3527908.0,0.881977,6448,7310.848242074339,SLE
482,SLE4,Epi,Melanocytes,3527908.0,0.881977,61,69.1628012975395,SLE
483,SLE4,Epi,Schwann cells,3527908.0,0.881977,3,3.401449244141287,SLE
484,SLE4,Epi,Sweat gland cells,3527908.0,0.881977,0,0.0,SLE
485,SLE4,Epi,Fibroblasts,3527908.0,0.881977,32,36.282125270840396,SLE
486,SLE4,Epi,Endothelial cells,3527908.0,0.881977,2,2.2676328294275248,SLE
487,SLE4,Epi,Smooth muscle cells,3527908.0,0.881977,0,0.0,SLE
488,SLE4,Epi,T cells,3527908.0,0.881977,1,1.1338164147137624,SLE
489,SLE4,Epi,NK cells,3527908.0,0.881977,0,0.0,SLE
490,SLE4,Epi,B cells,3527908.0,0.881977,6,6.802898488282574,SLE
491,SLE4,Epi,Plasma cells,3527908.0,0.881977,0,0.0,SLE
492,SLE4,Epi,Macrophage/DC,3527908.0,0.881977,19,21.542511879561484,SLE
493,SLE4,Epi,Mast cells,3527908.0,0.881977,3,3.401449244141287,SLE
494,SLE4,Der,Keratinocytes,31793100.0,7.948275,6335,797.0282860117447,SLE
495,SLE4,Der,Melanocytes,31793100.0,7.948275,64,8.05206161085267,SLE
496,SLE4,Der,Schwann cells,31793100.0,7.948275,144,18.117138624418505,SLE
497,SLE4,Der,Sweat gland cells,31793100.0,7.948275,1051,132.2299492657212,SLE
498,SLE4,Der,Fibroblasts,31793100.0,7.948275,2944,370.3948340992228,SLE
499,SLE4,Der,Endothelial cells,31793100.0,7.948275,1962,246.84601375770214,SLE
500,SLE4,Der,Smooth muscle cells,31793100.0,7.948275,743,93.47940276349271,SLE
501,SLE4,Der,T cells,31793100.0,7.948275,571,71.83948718432616,SLE
502,SLE4,Der,NK cells,31793100.0,7.948275,63,7.926248148183096,SLE
503,SLE4,Der,B cells,31793100.0,7.948275,342,43.02820423299395,SLE
504,SLE4,Der,Plasma cells,31793100.0,7.948275,606,76.24295837776121,SLE
505,SLE4,Der,Macrophage/DC,31793100.0,7.948275,3596,452.42521175978436,SLE
506,SLE4,Der,Mast cells,31793100.0,7.948275,483,60.767902469403744,SLE
507,SLE5,All,Keratinocytes,49200610.5,12.300152625,12903,1049.0113735478953,SLE
508,SLE5,All,Melanocytes,49200610.5,12.300152625,357,29.02403009816311,SLE
509,SLE5,All,Schwann cells,49200610.5,12.300152625,223,18.129856335827377,SLE
510,SLE5,All,Sweat gland cells,49200610.5,12.300152625,244,19.837152223954618,SLE
511,SLE5,All,Fibroblasts,49200610.5,12.300152625,8018,651.8618300478201,SLE
512,SLE5,All,Endothelial cells,49200610.5,12.300152625,2960,240.64742042174456,SLE
513,SLE5,All,Smooth muscle cells,49200610.5,12.300152625,1035,84.14529734341406,SLE
514,SLE5,All,T cells,49200610.5,12.300152625,1749,142.19335753974028,SLE
515,SLE5,All,NK cells,49200610.5,12.300152625,472,38.373507580764674,SLE
516,SLE5,All,B cells,49200610.5,12.300152625,878,71.38122808455802,SLE
517,SLE5,All,Plasma cells,49200610.5,12.300152625,1986,161.46141113431915,SLE
518,SLE5,All,Macrophage/DC,49200610.5,12.300152625,6755,549.1801773475961,SLE
519,SLE5,All,Mast cells,49200610.5,12.300152625,778,63.251247664904476,SLE
520,SLE5,Epi,Keratinocytes,2662844.0,0.665711,3926,5897.4540003094435,SLE
521,SLE5,Epi,Melanocytes,2662844.0,0.665711,206,309.4435873825128,SLE
522,SLE5,Epi,Schwann cells,2662844.0,0.665711,3,4.506460010424944,SLE
523,SLE5,Epi,Sweat gland cells,2662844.0,0.665711,1,1.5021533368083146,SLE
524,SLE5,Epi,Fibroblasts,2662844.0,0.665711,131,196.78208712188922,SLE
525,SLE5,Epi,Endothelial cells,2662844.0,0.665711,18,27.038760062549663,SLE
526,SLE5,Epi,Smooth muscle cells,2662844.0,0.665711,1,1.5021533368083146,SLE
527,SLE5,Epi,T cells,2662844.0,0.665711,8,12.017226694466517,SLE
528,SLE5,Epi,NK cells,2662844.0,0.665711,4,6.008613347233259,SLE
529,SLE5,Epi,B cells,2662844.0,0.665711,3,4.506460010424944,SLE
530,SLE5,Epi,Plasma cells,2662844.0,0.665711,5,7.510766684041573,SLE
531,SLE5,Epi,Macrophage/DC,2662844.0,0.665711,62,93.13350688211551,SLE
532,SLE5,Epi,Mast cells,2662844.0,0.665711,0,0.0,SLE
533,SLE5,Der,Keratinocytes,46556558.5,11.639139625,8977,771.2769404980826,SLE
534,SLE5,Der,Melanocytes,46556558.5,11.639139625,151,12.973467529821818,SLE
535,SLE5,Der,Schwann cells,46556558.5,11.639139625,220,18.901740771925827,SLE
536,SLE5,Der,Sweat gland cells,46556558.5,11.639139625,243,20.877831852627164,SLE
537,SLE5,Der,Fibroblasts,46556558.5,11.639139625,7887,677.6274066735409,SLE
538,SLE5,Der,Endothelial cells,46556558.5,11.639139625,2942,252.76782432275357,SLE
539,SLE5,Der,Smooth muscle cells,46556558.5,11.639139625,1034,88.83818162805139,SLE
540,SLE5,Der,T cells,46556558.5,11.639139625,1741,149.5815031087403,SLE
541,SLE5,Der,NK cells,46556558.5,11.639139625,468,40.20915764209676,SLE
542,SLE5,Der,B cells,46556558.5,11.639139625,875,75.17737807015955,SLE
543,SLE5,Der,Plasma cells,46556558.5,11.639139625,1981,170.2015839508412,SLE
544,SLE5,Der,Macrophage/DC,46556558.5,11.639139625,6693,575.0425044840889,SLE
545,SLE5,Der,Mast cells,46556558.5,11.639139625,778,66.84342872981043,SLE
546,SLE6,All,Keratinocytes,18822680.5,4.705670125,3904,829.6374153511239,SLE
547,SLE6,All,Melanocytes,18822680.5,4.705670125,32,6.800306683205934,SLE
548,SLE6,All,Schwann cells,18822680.5,4.705670125,45,9.562931273258343,SLE
549,SLE6,All,Sweat gland cells,18822680.5,4.705670125,166,35.276590919130776,SLE
550,SLE6,All,Fibroblasts,18822680.5,4.705670125,950,201.88410465767615,SLE
551,SLE6,All,Endothelial cells,18822680.5,4.705670125,474,100.72954274498788,SLE
552,SLE6,All,Smooth muscle cells,18822680.5,4.705670125,183,38.88925384458393,SLE
553,SLE6,All,T cells,18822680.5,4.705670125,75,15.938218788763907,SLE
554,SLE6,All,NK cells,18822680.5,4.705670125,30,6.375287515505562,SLE
555,SLE6,All,B cells,18822680.5,4.705670125,38,8.075364186307045,SLE
556,SLE6,All,Plasma cells,18822680.5,4.705670125,260,55.25249180104821,SLE
557,SLE6,All,Macrophage/DC,18822680.5,4.705670125,825,175.32040667640297,SLE
558,SLE6,All,Mast cells,18822680.5,4.705670125,15,3.187643757752781,SLE
559,SLE6,Epi,Keratinocytes,1239475.5,0.309868875,1866,6021.902006130819,SLE
560,SLE6,Epi,Melanocytes,1239475.5,0.309868875,1,3.227171493103333,SLE
561,SLE6,Epi,Schwann cells,1239475.5,0.309868875,0,0.0,SLE
562,SLE6,Epi,Sweat gland cells,1239475.5,0.309868875,1,3.227171493103333,SLE
563,SLE6,Epi,Fibroblasts,1239475.5,0.309868875,14,45.18040090344666,SLE
564,SLE6,Epi,Endothelial cells,1239475.5,0.309868875,2,6.454342986206666,SLE
565,SLE6,Epi,Smooth muscle cells,1239475.5,0.309868875,2,6.454342986206666,SLE
566,SLE6,Epi,T cells,1239475.5,0.309868875,8,25.817371944826665,SLE
567,SLE6,Epi,NK cells,1239475.5,0.309868875,3,9.68151447931,SLE
568,SLE6,Epi,B cells,1239475.5,0.309868875,3,9.68151447931,SLE
569,SLE6,Epi,Plasma cells,1239475.5,0.309868875,1,3.227171493103333,SLE
570,SLE6,Epi,Macrophage/DC,1239475.5,0.309868875,36,116.17817375171998,SLE
571,SLE6,Epi,Mast cells,1239475.5,0.309868875,0,0.0,SLE
572,SLE6,Der,Keratinocytes,17593329.5,4.398332375,2038,463.35743328174465,SLE
573,SLE6,Der,Melanocytes,17593329.5,4.398332375,31,7.048125825188461,SLE
574,SLE6,Der,Schwann cells,17593329.5,4.398332375,45,10.231150391402606,SLE
575,SLE6,Der,Sweat gland cells,17593329.5,4.398332375,165,37.514218101809554,SLE
576,SLE6,Der,Fibroblasts,17593329.5,4.398332375,936,212.8079281411742,SLE
577,SLE6,Der,Endothelial cells,17593329.5,4.398332375,472,107.313399660934,SLE
578,SLE6,Der,Smooth muscle cells,17593329.5,4.398332375,181,41.15196046319715,SLE
579,SLE6,Der,T cells,17593329.5,4.398332375,67,15.233046138310547,SLE
580,SLE6,Der,NK cells,17593329.5,4.398332375,27,6.1386902348415635,SLE
581,SLE6,Der,B cells,17593329.5,4.398332375,35,7.95756141553536,SLE
582,SLE6,Der,Plasma cells,17593329.5,4.398332375,259,58.885954474961665,SLE
583,SLE6,Der,Macrophage/DC,17593329.5,4.398332375,789,179.38617019592567,SLE
584,SLE6,Der,Mast cells,17593329.5,4.398332375,15,3.4103834638008683,SLE
